Agency,City,State,NTD ID,Organization Type,Reporter Type,Report Year,UACE Code,UZA Name,Primary UZA Population,Agency VOMS,Mode,Mode Name,TOS,Mode VOMS,Fare Revenues per Unlinked Passenger Trip,Fare Revenues per Unlinked Passenger Trip Questionable,Fare Revenues per Total Operating Expense (Recovery Ratio),Fare Revenues per Total Operating Expense (Recovery Ratio) Questionable,Cost per Hour,Cost per Hour Questionable,Passengers per Vehicle Revenue Hour,Passengers per Hour Questionable,Cost per Passenger,Cost per Passenger Questionable,Cost per Passenger Mile,Cost per Passenger Mile Questionable,Fare Revenues Earned,Fare Revenues Earned Questionable,Total Operating Expenses,Total Operating Expenses Questionable,Unlinked Passenger Trips,Unlinked Passenger Trips Questionable,Vehicle Revenue Hours,Vehicle Revenue Hours Questionable,Passenger Miles,Passenger Miles Questionable,Vehicle Revenue Miles,Vehicle Revenue Miles Questionable
Omnitrans,San Bernardino,CA,90029,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,75340,"Riverside--San Bernardino, CA",2276703,143,MB,Bus,PT,8,1.06,,0.04,,114.98,,4,,26.78,,5.67,,136618,,3460592,,129233,,30098,,610388,,401860,
Omnitrans,San Bernardino,CA,90029,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,75340,"Riverside--San Bernardino, CA",2276703,143,DR,Demand Response,PT,36,6.05,,0.07,,138.59,,2,,85.17,,7.45,,767387,,10804833,,126865,,77961,,1450219,,1252158,
"City of Santa Monica, dba: Big Blue Bus",Santa Monica,CA,90008,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,51445,"Los Angeles--Long Beach--Anaheim, CA",12237376,143,DR,Demand Response,PT,2,0.94,,0.02,,89.46,,1,,62.22,,36.77,,2819,,186961,,3005,,2090,,5085,,11375,
"City of Santa Monica, dba: Big Blue Bus",Santa Monica,CA,90008,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,51445,"Los Angeles--Long Beach--Anaheim, CA",12237376,143,DR,Demand Response,TN,17,0.57,,0.02,,160.75,,7,,24.48,,12.38,,10658,,458945,,18750,,2855,,37057,,37057,
"City of Santa Monica, dba: Big Blue Bus",Santa Monica,CA,90008,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,51445,"Los Angeles--Long Beach--Anaheim, CA",12237376,143,MB,Bus,DO,124,0.89,,0.08,,179.23,,15,,11.73,,3.32,,5617870,,74036446,,6312168,,413078,,22325873,,3921249,
"City of Gainesville, FL, dba: Regional Transit System",Gainesville,FL,40030,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,32167,"Gainesville, FL",213748,142,MB,Bus,DO,99,3.27,,0.55,,96.40,,16,,5.97,,1.84,,14058158,,25670699,,4302010,,266282,,13917048,,3139795,
"City of Gainesville, FL, dba: Regional Transit System",Gainesville,FL,40030,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,32167,"Gainesville, FL",213748,142,VP,Vanpool,PT,8,4.33,,0.38,,68.40,,6,,11.48,,0.25,,85081,,225305,,19633,,3294,,892688,,155503,
"Central Midlands Regional Transportation Authority, dba: The COMET",Columbia,SC,40141,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,18964,"Columbia, SC",590407,142,MB,Bus,PT,52,2.24,Q,0.16,,120.36,Q,8,Q,14.16,Q,3.38,Q,3457659,,21899597,,1546211,Q,181953,Q,6482762,Q,2396952,Q
"Central Midlands Regional Transportation Authority, dba: The COMET",Columbia,SC,40141,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,18964,"Columbia, SC",590407,142,DR,Demand Response,TN,49,7.48,Q,0.82,,65.67,Q,7,Q,9.13,Q,2.87,Q,201684,,245951,,26945,Q,3745,Q,85556,Q,84709,Q
"City of Gainesville, FL, dba: Regional Transit System",Gainesville,FL,40030,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,32167,"Gainesville, FL",213748,142,DR,Demand Response,PT,35,2.98,,0.07,,60.01,,1,,41.74,,4.57,,107206,,1499064,,35915,,24982,,328308,,413553,
"Central Midlands Regional Transportation Authority, dba: The COMET",Columbia,SC,40141,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,18964,"Columbia, SC",590407,142,DR,Demand Response,PT,24,2.40,Q,0.03,,155.70,Q,2,Q,92.83,Q,9.24,Q,142535,,5510779,,59366,Q,35393,Q,596282,Q,571362,Q
"Central Midlands Regional Transportation Authority, dba: The COMET",Columbia,SC,40141,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,18964,"Columbia, SC",590407,142,CB,Commuter Bus,PT,2,5.26,Q,0.01,,166.12,Q,0,Q,630.59,Q,14.74,Q,7419,,889760,,1411,Q,5356,Q,60362,Q,144574,Q
"Central Midlands Regional Transportation Authority, dba: The COMET",Columbia,SC,40141,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,18964,"Columbia, SC",590407,142,VP,Vanpool,PT,15,6.80,Q,1.10,,23.24,Q,4,Q,6.18,Q,0.12,Q,214768,,195326,,31584,Q,8404,Q,1646774,Q,429358,Q
"City of Memphis, dba: Memphis Area Transit Authority",Memphis,TN,40003,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,56116,"Memphis, TN--MS--AR",1056190,137,MB,Bus,DO,79,0.62,W,0.03,,178.10,,10,W,18.71,W,3.36,W,1545252,,46506412,,2485053,W,261127,,13831707,W,4204626,
"City of Memphis, dba: Memphis Area Transit Authority",Memphis,TN,40003,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,56116,"Memphis, TN--MS--AR",1056190,137,DR,Demand Response,DO,54,0.64,,0.02,,88.43,,2,,42.25,,5.71,,130540,,8636307,,204414,,97667,,1512521,,1450077,
"City of Memphis, dba: Memphis Area Transit Authority",Memphis,TN,40003,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,56116,"Memphis, TN--MS--AR",1056190,137,SR,Streetcar Rail,DO,4,0.44,,0.03,,317.17,,19,,16.67,,13.74,W,125496,,4789596,,287242,,15101,,348497,W,86905,
Green Mountain Transit Authority,Burlington,VT,10066,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,11755,"Burlington, VT",118032,134,MB,Bus,DO,45,0.00,,0.00,,119.03,,16,,7.24,,2.59,W,0,,13242075,,1828724,,111254,,5120841,W,1363748,
Green Mountain Transit Authority,Burlington,VT,10066,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,11755,"Burlington, VT",118032,134,DR,Demand Response,PT,36,0.00,,0.00,,71.75,,2,,39.04,,4.88,,0,,2544179,,65165,,35459,,521260,,600765,
Green Mountain Transit Authority,Burlington,VT,10066,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,11755,"Burlington, VT",118032,134,CB,Commuter Bus,DO,17,0.00,,0.00,,146.37,,5,,31.63,,1.44,W,0,,2605941,,82400,,17804,,1813657,W,506044,
"Academy Lines, Inc.",Hoboken,NJ,20122,Private-For-Profit Corporation,Full Reporter,2022,63217,"New York--Jersey City--Newark, NY--NJ",19426449,134,CB,Commuter Bus,DO,134,14.55,,0.78,,254.09,W,14,W,18.62,,0.39,,13682548,,17512832,,940697,,68924,W,45043598,,2701376,W
Cape Cod Regional Transit Authority,Hyannis,MA,10105,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,5167,"Barnstable Town, MA",303269,133,DR,Demand Response,TX,8,2.00,,0.07,,64.77,,2,,30.44,,2.24,,5698,,86730,,2849,,1339,,38632,,38633,
Cape Cod Regional Transit Authority,Hyannis,MA,10105,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,5167,"Barnstable Town, MA",303269,133,DR,Demand Response,PT,70,4.01,,0.08,,92.00,,2,,53.19,,8.34,,615816,,8164186,,153504,,88737,,979153,,1106639,
Cape Cod Regional Transit Authority,Hyannis,MA,10105,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,5167,"Barnstable Town, MA",303269,133,MB,Bus,PT,55,0.91,,0.05,,101.41,,5,,19.94,,1.46,,408557,,8964827,,449598,,88399,,6152422,,1681073,
Greater Hartford Transit District,Hartford,CT,10017,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,37243,"Hartford, CT",977158,128,DR,Demand Response,PT,128,2.61,,0.06,,86.36,,2,,46.60,,4.79,,1065033,,18983034,,407389,,219819,,3961532,,3465101,
Toledo Area Regional Transit Authority,Toledo,OH,50022,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,87868,"Toledo, OH--MI",497952,126,DR,Demand Response,TX,44,0.00,Q,0.00,,75.95,Q,3,Q,26.97,Q,5.15,Q,0,,2370412,,87902,Q,31209,Q,460391,Q,480411,Q
Toledo Area Regional Transit Authority,Toledo,OH,50022,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,87868,"Toledo, OH--MI",497952,126,MB,Bus,DO,41,0.80,Q,0.06,,138.08,Q,10,Q,13.73,Q,2.15,Q,1384123,,23860644,,1737769,Q,172808,Q,11083542,Q,2239217,Q
Toledo Area Regional Transit Authority,Toledo,OH,50022,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,87868,"Toledo, OH--MI",497952,126,DR,Demand Response,DO,41,1.21,Q,0.03,,104.93,Q,2,Q,47.90,Q,8.17,Q,176147,,6993835,,146022,Q,66653,Q,855886,Q,738639,Q
South Central Tennessee Development District,Mt Pleasant,TN,40954,Independent Public Agency or Authority of Transit Service,Rural Reporter,2022,84088,"Spring Hill, TN",60309,126,MB,Bus,DO,14,1.84,,0.04,,94.29,,2,,46.46,,0.00,,67997,,1713265,,36877,,18171,,0,,420075,
South Central Tennessee Development District,Mt Pleasant,TN,40954,Independent Public Agency or Authority of Transit Service,Rural Reporter,2022,84088,"Spring Hill, TN",60309,126,DR,Demand Response,DO,112,1.84,,0.04,,58.42,,1,,46.45,,0.00,,258689,,6518000,,140329,,111577,,0,,1598147,
Greater Dayton Regional Transit Authority,Dayton,OH,50017,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,22528,"Dayton, OH",674046,123,MB,Bus,DO,60,0.97,,0.10,,151.37,,16,,9.54,,1.38,,3590057,,35240447,,3694674,,232809,,25587891,,3655349,
"City of Tallahassee, dba: StarMetro",Tallahassee,FL,40036,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,86464,"Tallahassee, FL",252934,123,MB,Bus,DO,55,2.46,,0.27,,120.25,,13,,9.12,,2.67,,5593454,,20706279,,2269186,,172187,,7747444,,1919608,
Greater Dayton Regional Transit Authority,Dayton,OH,50017,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,22528,"Dayton, OH",674046,123,DR,Demand Response,DO,45,1.07,,0.01,,158.84,,2,,98.73,,11.55,,169260,,15653796,,158544,,98548,,1355847,,1351354,
"City of Tallahassee, dba: StarMetro",Tallahassee,FL,40036,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,86464,"Tallahassee, FL",252934,123,DR,Demand Response,PT,26,1.55,,0.03,,63.97,,1,,46.11,,3.96,,67021,,1999018,,43356,,31249,,504562,,459584,
"City of Tallahassee, dba: StarMetro",Tallahassee,FL,40036,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,86464,"Tallahassee, FL",252934,123,DR,Demand Response,DO,23,3.59,,0.06,,127.87,,2,,63.66,,8.81,,128506,,2277205,,35773,,17809,,258624,,265640,
"City of Tallahassee, dba: StarMetro",Tallahassee,FL,40036,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,86464,"Tallahassee, FL",252934,123,MB,Bus,PT,2,0.15,,0.01,,95.07,,5,,20.71,,3.77,,2584,,351845,,16992,,3701,,93223,,47036,
Greater Dayton Regional Transit Authority,Dayton,OH,50017,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,22528,"Dayton, OH",674046,123,TB,Trolleybus,DO,18,0.57,,0.08,,162.12,,22,,7.44,,1.56,,1035028,,13494868,,1812863,,83242,,8644576,,1053601,
"City of Tallahassee, dba: StarMetro",Tallahassee,FL,40036,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,86464,"Tallahassee, FL",252934,123,DR,Demand Response,TX,17,2.40,,0.09,,98.64,,4,,27.13,,4.77,,85173,,963801,,35526,,9771,,202111,,192634,
Transit Authority of Northern Kentucky,Covington,KY,40019,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,16885,"Cincinnati, OH--KY",1686744,121,MB,Bus,DO,90,1.56,,0.11,,113.86,,8,,14.85,,2.23,,2239466,,21274984,,1432590,,186855,,9554974,,2763105,
Transit Authority of Northern Kentucky,Covington,KY,40019,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,16885,"Cincinnati, OH--KY",1686744,121,DR,Demand Response,DO,31,5.60,,0.11,,77.73,,1,,52.71,,5.72,,409228,,3848857,,73013,,49518,,672450,,827357,
Lane Transit District,Eugene,OR,00007,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,28117,"Eugene, OR",270179,120,MB,Bus,DO,52,0.72,,0.06,,207.68,,17,,12.14,,3.24,W,2026857,,34366986,,2830785,,165484,,10614948,W,2073463,
Lane Transit District,Eugene,OR,00007,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,28117,"Eugene, OR",270179,120,VP,Vanpool,PT,5,6.01,,0.54,,49.34,,4,,11.17,,0.20,,39340,,73120,,6548,,1482,,359527,,79669,
Lane Transit District,Eugene,OR,00007,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,28117,"Eugene, OR",270179,120,DR,Demand Response,TX,30,45.97,,1.85,,64.70,,3,,24.88,,2.41,,10473360,,5669061,,227823,,87617,,2356332,,2008272,
Lane Transit District,Eugene,OR,00007,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,28117,"Eugene, OR",270179,120,MB,Bus,PT,2,1.80,,0.04,,93.71,,2,,43.63,,1.69,,18197,,440799,,10102,,4704,,261147,,98038,
Lane Transit District,Eugene,OR,00007,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,28117,"Eugene, OR",270179,120,DR,Demand Response,PT,18,3.31,,0.07,,96.32,,2,,47.82,,7.18,,251445,,3633406,,75978,,37721,,506384,,532634,
Lane Transit District,Eugene,OR,00007,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,28117,"Eugene, OR",270179,120,RB,Bus Rapid Transit,DO,13,0.83,,0.13,,211.60,,34,,6.20,,2.45,W,1773161,,13288461,,2144978,,62801,,5413539,W,718396,
"Central Contra Costa Transit Authority, dba: COUNTY CONNECTION",Concord,CA,90078,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,19504,"Concord--Walnut Creek, CA",538583,118,MB,Bus,DO,78,1.21,,0.07,,168.28,,10,,17.07,,4.38,,2212027,,31305539,,1833742,,186030,,7152580,,2082268,
Lehigh and Northampton Transportation Authority,Allentown,PA,30010,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,1495,"Allentown--Bethlehem, PA--NJ",621703,118,MB,Bus,DO,71,0.47,,0.04,,130.20,,11,,11.83,,2.37,,1304364,,32711342,,2765903,,251244,,13801856,,3256828,
Lehigh and Northampton Transportation Authority,Allentown,PA,30010,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,1495,"Allentown--Bethlehem, PA--NJ",621703,118,DR,Demand Response,PT,47,17.21,,0.38,,106.12,,2,,45.09,,4.14,,3158173,,8273542,,183493,,77961,,1996266,,1377252,
"Central Contra Costa Transit Authority, dba: COUNTY CONNECTION",Concord,CA,90078,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,19504,"Concord--Walnut Creek, CA",538583,118,DR,Demand Response,PT,38,0.84,,0.01,,124.56,,2,,79.86,,9.29,,72936,,6956235,,87108,,55846,,748446,,808124,
"Central Contra Costa Transit Authority, dba: COUNTY CONNECTION",Concord,CA,90078,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,19504,"Concord--Walnut Creek, CA",538583,118,MB,Bus,PT,2,0.00,,0.00,,121.26,,0,,399.88,,29.66,,0,,317106,,793,,2615,,10690,,25204,
Madison County Transit District,Pontoon Beach,IL,50146,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,77770,"St. Louis, MO--IL",2156323,117,MB,Bus,PT,74,1.15,,0.05,,121.99,,5,,22.40,,3.47,,1299884,,25249874,,1127191,,206989,,7286929,,3486787,
"Corpus Christi Regional Transportation Authority, dba: The B",Corpus Christi,TX,60051,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,20287,"Corpus Christi, TX",339066,117,MB,Bus,DO,42,0.33,,0.03,,175.54,,14,,12.42,,2.82,,763406,,29024705,,2336999,,165349,,10282796,,2235666,
"Corpus Christi Regional Transportation Authority, dba: The B",Corpus Christi,TX,60051,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,20287,"Corpus Christi, TX",339066,117,VP,Vanpool,PT,32,4.41,,0.91,,25.05,,5,,4.87,,0.09,,392858,,433951,,89104,,17325,,4818899,,1006399,
Madison County Transit District,Pontoon Beach,IL,50146,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,77770,"St. Louis, MO--IL",2156323,117,VP,Vanpool,DO,30,4.84,,0.21,,81.21,,3,,23.29,,0.53,,213617,,1028414,,44153,,12663,,1930078,,466615,
"Corpus Christi Regional Transportation Authority, dba: The B",Corpus Christi,TX,60051,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,20287,"Corpus Christi, TX",339066,117,DR,Demand Response,PT,28,1.01,,0.03,,95.88,,2,,39.82,,4.86,,163506,,6421310,,161260,,66974,,1320719,,1089101,
"Corpus Christi Regional Transportation Authority, dba: The B",Corpus Christi,TX,60051,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,20287,"Corpus Christi, TX",339066,117,MB,Bus,PT,15,0.33,,0.02,,119.99,,6,,19.57,,4.76,,74112,,4440075,,226877,,37004,,932464,,628863,
Madison County Transit District,Pontoon Beach,IL,50146,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,77770,"St. Louis, MO--IL",2156323,117,DR,Demand Response,PT,13,2.41,,0.03,,125.24,,2,,70.52,,7.68,,101971,,2977893,,42229,,23777,,387692,,433578,
"Area Agency on Aging of Southeast Arkansas, Inc. (SEAT), dba: Southeast Arkansas Transportation",Pine Bluff,AR,60140,Area Agency on Aging,Rural Reporter,2022,,,,117,DR,Demand Response,DO,117,5.05,,0.10,,51.62,,1,,49.15,,0.00,,839957,,8174538,,166309,,158373,,0,,4001683,
Rides Mass Transit District,Harrisburg,IL,50211,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,17,Illinois Non-UZA,2638201,116,MB,Bus,DO,116,0.36,,0.01,,95.90,,4,,27.27,,4.77,,211191,,16204281,,594288,,168978,,3395961,,3168576,
"Cumberland Dauphin-Harrisburg Transit Authority, dba: Capital Area Transit",,PA,30014,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,37081,"Harrisburg, PA",490859,115,MB,Bus,DO,65,1.35,,0.09,,123.60,,8,,15.51,,2.77,,1348634,,15542033,,1001794,,125742,,5610308,,1787823,
San Joaquin Regional Transit District,Stockton,CA,90012,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,85087,"Stockton, CA",414847,115,MB,Bus,DO,56,0.63,,0.04,,212.32,,14,,15.51,,4.43,,1097188,,26953099,,1737649,,126947,,6081772,,1443824,
San Joaquin Regional Transit District,Stockton,CA,90012,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,85087,"Stockton, CA",414847,115,CB,Commuter Bus,DO,5,5.41,,0.13,,223.97,,5,,41.26,,0.93,,174179,,1328138,,32188,,5930,,1425928,,181452,
San Joaquin Regional Transit District,Stockton,CA,90012,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,85087,"Stockton, CA",414847,115,CB,Commuter Bus,PT,5,6.05,,0.09,,257.22,,4,,64.31,,1.45,,6780,,72022,,1120,,280,,49616,,8516,
"Cumberland Dauphin-Harrisburg Transit Authority, dba: Capital Area Transit",,PA,30014,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,37081,"Harrisburg, PA",490859,115,DR,Demand Response,DO,30,11.96,,0.30,,106.85,,3,,39.87,,4.31,,870201,,2901749,,72786,,27156,,672683,,512753,
"Cumberland Dauphin-Harrisburg Transit Authority, dba: Capital Area Transit",,PA,30014,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,37081,"Harrisburg, PA",490859,115,MB,Bus,PT,2,11.52,,0.36,,71.05,,2,,31.61,,4.85,,131110,,359583,,11377,,5061,,74213,,67005,
"Cumberland Dauphin-Harrisburg Transit Authority, dba: Capital Area Transit",,PA,30014,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,37081,"Harrisburg, PA",490859,115,DR,Demand Response,PT,18,0.76,,0.03,,58.68,,3,,22.99,,2.64,,48485,,1475400,,64176,,25144,,558411,,449412,
San Joaquin Regional Transit District,Stockton,CA,90012,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,85087,"Stockton, CA",414847,115,MB,Bus,PT,14,0.97,,0.02,,175.23,,4,,48.88,,10.86,,4523,,229029,,4686,,1307,,21087,,15626,
San Joaquin Regional Transit District,Stockton,CA,90012,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,85087,"Stockton, CA",414847,115,DR,Demand Response,DO,14,4.04,,0.04,,164.09,,2,,102.93,,14.32,,112904,,2880014,,27981,,17551,,201089,,327636,
